# rover_T_world (rover to world, yaw-only orientation). Quaternion = [x,y,z,w] Hamilton
frame_index,image,tx,ty,tz,qx,qy,qz,qw
0,images/rgb_000000.png,-0.157499,2.440101,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
1,images/rgb_000001.png,-0.157499,2.1401010476837157,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
2,images/rgb_000002.png,-0.157499,1.8401009761581422,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
3,images/rgb_000003.png,-0.157499,1.540101023841858,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
4,images/rgb_000004.png,-0.157499,1.2401009523162843,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
5,images/rgb_000005.png,-0.157499,0.940101,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
6,images/rgb_000006.png,-0.157499,0.640100988079071,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
7,images/rgb_000007.png,-0.157499,0.3401010059604645,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
8,images/rgb_000008.png,-0.157499,0.04010100149011612,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
9,images/rgb_000009.png,-0.157499,-0.2598990029802322,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
10,images/rgb_000010.png,-0.157499,-0.559899,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
11,images/rgb_000011.png,-0.157499,-0.859899011920929,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
12,images/rgb_000012.png,-0.157499,-1.1598990238418578,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
13,images/rgb_000013.png,-0.157499,-1.459898976158142,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
14,images/rgb_000014.png,-0.157499,-1.7598990476837157,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
15,images/rgb_000015.png,-0.157499,-2.059899,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
16,images/rgb_000016.png,-0.157499,-2.3598989523162843,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
17,images/rgb_000017.png,-0.157499,-2.6598989046325685,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
18,images/rgb_000018.png,-0.157499,-2.959899095367432,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
19,images/rgb_000019.png,-0.157499,-3.259899047683716,0.561143011920929,0.0,0.0,-0.7071067811858402,0.7071067811858404
